customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C05586,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.57,1387.07,No
C05587,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.23,1511.08,No
C05588,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.59,3395.53,No
C05589,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.76,17.85,Yes
C05590,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.81,249.2,Yes
C05591,Female,1,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.8,4776.21,No
C05592,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.53,304.95,Yes
C05593,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),55.41,891.12,Yes
C05594,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.99,214.94,Yes
C05595,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.15,1238.23,No
C05596,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.88,59.85,Yes
C05597,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.6, ,Yes
C05598,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),97.88,6572.13,No
C05599,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.7,1131.46,No
C05600,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,443.82,No
C05601,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.04, ,Yes
C05602,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.01,323.02,Yes
C05603,Female,0,No,Yes,20,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.13,346.58,No
C05604,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),37.5,272.1,No
C05605,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),73.62,1748.85,No
C05606,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,54.27,3597.55,No
C05607,Female,1,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.79,47.9,Yes
C05608,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.61,82.55,Yes
C05609,Female,1,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.46, ,No
C05610,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.52,1293.1,No
C05611,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.4,1342.29,No
C05612,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.32,159.3,Yes
C05613,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),51.66,2644.55,No
C05614,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.15,1488.53,No
C05615,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.28,1711.96,No
C05616,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.63,530.75,No
C05617,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,92.14,400.4,No
C05618,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.42,138.41,Yes
C05619,Male,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.47,1382.72,No
C05620,Male,0,No,No,26,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.72,1287.66,No
C05621,Male,0,No,No,18,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,311.48,No
C05622,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),87.99,2705.35,Yes
C05623,Female,0,Yes,No,16,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.22,1163.26,No
C05624,Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.02,1546.26,Yes
C05625,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.45,1152.51,No
C05626,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,47.59,655.02,No
C05627,Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,65.02,1763.66,No
C05628,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.27,116.28,Yes
C05629,Male,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.97,409.49,Yes
C05630,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.38,364.15,Yes
C05631,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,67.43,2814.85,No
C05632,Male,1,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,67.18, ,No
C05633,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,85.48,4657.92,No
C05634,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.04,2308.87,No
C05635,Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),67.34,60.46,No
C05636,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.18,5758.72,No
C05637,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,60.01,62.7,Yes
C05638,Male,0,Yes,No,59,Yes,,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),74.04,4363.9,No
C05639,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.5,178.66,Yes
C05640,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,70.82,4678.61,No
C05641,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.93,309.26,No
C05642,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.42,215.72,Yes
C05643,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.2,1344.94,No
C05644,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.57,1770.4,No
C05645,Male,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.99,264.39,No
C05646,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.71, ,Yes
C05647,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.75, ,Yes
C05648,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),62.1,129.99,No
C05649,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.01,6478.96,No
C05650,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.1,86.38,Yes
C05651,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.26,5955.52,No
C05652,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,81.2,1777.97,Yes
C05653,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,71.27,1817.15,No
C05654,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.08,4129.86,No
C05655,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.58,193.21,No
C05656,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.23,61.66,No
C05657,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.68,891.94,No
C05658,Male,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.94,1418.69,Yes
C05659,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.67,1819.16,No
C05660,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),92.64,3336.89,No
C05661,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.48,576.13,No
C05662,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.44,1242.8,No
C05663,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),79.15,403.9,Yes
C05664,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,80.54,3272.54,No
C05665,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,87.18,5605.89,No
C05666,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.99,263.84,Yes
C05667,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.14,40.13,No
C05668,Female,0,No,Yes,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.83,504.6,No
C05669,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.98,74.65,Yes
C05670,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,81.62,3952.29,No
C05671,Female,1,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.33,185.73,Yes
C05672,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.24,883.58,No
C05673,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.48,21.08,Yes
C05674,Female,0,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),56.19,3054.67,No
C05675,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.86,84.71,Yes
C05676,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,52.93,489.13,No
C05677,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.39,512.71,No
C05678,Female,0,No,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,55.21,3356.29,No
C05679,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.18,172.53,No
C05680,Female,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,763.86,No
C05681,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.08,3326.05,No
C05682,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.11,226.85,Yes
C05683,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.55,302.8,Yes
C05684,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.66,74.52,No
C05685,Male,0,Yes,Yes,34,Yes,,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,62.28,2030.24,No
C05686,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.99,4111.6,No
C05687,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.74,513.05,No
C05688,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.67, ,No
C05689,Female,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.73,1176.46,Yes
C05690,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.05,150.98,Yes
C05691,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,111.77,7770.93,No
C05692,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.33, ,Yes
C05693,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,84.99,3649.66,No
C05694,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.79,311.07,No
C05695,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.28,158.95,Yes
C05696,Male,0,No,Yes,18,Yes,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.99,1432.1,No
C05697,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.18,21.06,No
C05698,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),83.26,4453.37,No
C05699,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.94,832.28,Yes
C05700,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,131.71,No
C05701,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,124.24,Yes
C05702,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,75.27,2644.78,No
C05703,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),64.04,64.54,Yes
C05704,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),62.91,1472.3,Yes
C05705,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.89,66.76,Yes
C05706,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.81,2226.68,No
C05707,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.69,19.4,No
C05708,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.77,903.28,No
C05709,Female,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.33, ,Yes
C05710,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.31,671.49,Yes
C05711,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.87,817.09,No
C05712,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.19,468.88,No
C05713,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.01,804.73,No
C05714,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,76.54,4948.85,No
C05715,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.63,345.44,Yes
C05716,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.12,3390.64,No
C05717,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,92.83,5815.55,No
C05718,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,48.17,719.59,No
C05719,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.3,1474.91,Yes
C05720,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,92.4,511.96,No
C05721,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),73.15,1372.31,No
C05722,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.46,35.31,No
C05723,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.92,185.62,No
C05724,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.31,534.73,No
C05725,Female,0,No,No,4,Yes,No,DSL,,No,No,No,No,Yes,One year,Yes,Electronic check,57.86,228.72,Yes
C05726,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.47,2147.26,Yes
C05727,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,59.57,51.46,No
C05728,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.79,5898.03,No
C05729,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,79.25,2882.44,No
C05730,Male,1,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.13,3571.53,No
C05731,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,54.08,2804.02,No
C05732,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,869.72,No
C05733,Female,1,No,No,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,73.39,1232.16,No
C05734,Male,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.46,844.51,Yes
C05735,Female,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,70.0,1808.7,Yes
C05736,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.79,527.98,No
C05737,Female,1,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,62.02,528.93,No
C05738,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,107.48,No
C05739,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.12, ,Yes
C05740,Female,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.39,1813.53,Yes
C05741,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,5095.15,No
C05742,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.83,1394.79,No
C05743,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.59,3613.54,Yes
C05744,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.01,31.85,No
C05745,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),80.0,1062.04,No
C05746,Male,1,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),74.01,3292.63,No
C05747,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,81.89,669.14,Yes
C05748,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.76,18.18,Yes
C05749,Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1029.04,No
C05750,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.24,927.81,No
C05751,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,95.54,449.03,Yes
C05752,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.62,5089.84,No
C05753,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.06,276.21,No
C05754,Male,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.23,963.31,Yes
C05755,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.97,140.19,No
C05756,Male,0,Yes,Yes,68,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.62,1187.49,No
C05757,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,69.31,4051.76,No
C05758,Male,0,No,No,15,Yes,Yes,Fiber optic,,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.92,1253.52,Yes
C05759,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,50.34,No
C05760,Male,0,No,No,42,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),46.52,1943.21,No
C05761,Female,0,No,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,41.65,337.44,Yes
C05762,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.89,202.96,Yes
C05763,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.47,73.8,Yes
C05764,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.08,1493.86,Yes
C05765,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.24,383.02,No
C05766,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,77.13,1059.78,No
C05767,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,92.38, ,No
